application_id,age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,home_ownership,purpose,application_status
APP101212,43,1128128,886845,48,837,26,Rent,Business,Rejected
APP101213,63,2189314,623349,120,723,5,Own,Medical,Approved
APP101214,24,2009995,1432635,84,627,30,Own,Business,Rejected
APP101215,26,1429195,1229187,36,412,16,Rent,Personal,Rejected
APP101216,45,722737,141893,120,749,13,Own,Education,Approved
APP101217,56,265985,932146,36,407,3,Own,Medical,Approved
APP101218,60,2825575,1436230,360,402,39,Rent,Education,Approved
APP101219,42,987805,1579138,360,784,2,Own,Personal,Approved
APP101220,52,1045021,609442,24,363,39,Mortgage,Medical,Pending
APP101221,48,2106984,1853695,180,378,2,Rent,Education,Rejected
APP101222,68,914522,1320825,360,581,20,Mortgage,Home,Approved
APP101223,53,1252112,903460,24,621,4,Own,Auto,Approved
APP101224,41,2191255,1272895,180,325,19,Rent,Auto,Approved
APP101225,68,1867052,1749474,360,508,33,Mortgage,Home,Approved
APP101226,26,2038056,492340,36,424,23,Mortgage,Business,Approved
APP101227,69,213078,343217,84,466,21,Mortgage,Auto,Approved
APP101228,28,1463636,908882,180,399,4,Mortgage,Home,Approved
APP101229,35,1530750,213653,48,673,37,Rent,Home,Approved
APP101230,61,1970849,1679484,36,560,15,Rent,Auto,Approved
APP101231,56,624083,1942361,48,828,21,Rent,Education,Approved
APP101232,68,646580,1230903,48,304,35,Mortgage,Medical,Approved
APP101233,57,2334808,1960706,180,728,25,Rent,Personal,Approved
APP101234,52,2085319,184039,48,801,29,Rent,Personal,Approved
APP101235,37,2471310,1283461,48,567,7,Mortgage,Personal,Approved
APP101236,21,957709,913672,360,685,18,Rent,Personal,Pending
APP101237,27,2993288,590863,84,542,21,Own,Auto,Approved
APP101238,35,963940,657954,360,627,7,Rent,Home,Rejected
APP101239,23,2022694,1113099,180,800,15,Rent,Business,Approved
APP101240,45,654103,1301209,240,592,33,Own,Home,Approved
APP101241,59,2771807,369818,24,618,37,Mortgage,Auto,Approved
APP101242,68,1130655,1248399,360,843,32,Rent,Personal,Rejected
APP101243,44,2446938,1856756,360,573,37,Rent,Business,Pending
APP101244,63,1127502,70276,12,395,39,Own,Personal,Approved
APP101245,69,2414373,1762799,48,676,7,Own,Business,Approved
APP101246,63,1471701,1235006,60,681,34,Own,Business,Rejected
APP101247,43,374974,717327,60,430,24,Own,Auto,Approved
APP101248,36,733174,1482956,180,701,34,Mortgage,Auto,Approved
APP101249,68,2113629,1254684,120,335,25,Own,Auto,Rejected
APP101250,32,740421,1549023,36,476,4,Mortgage,Personal,Approved
APP101251,41,970891,208512,120,771,22,Mortgage,Medical,Rejected
APP101252,24,908536,165002,360,640,30,Own,Home,Approved
APP101253,59,560856,1301928,60,634,4,Rent,Business,Approved
APP101254,52,1948034,642133,360,642,20,Own,Education,Pending
APP101255,25,2128911,514628,120,390,26,Own,Business,Approved
APP101256,31,2252535,871483,360,829,18,Own,Auto,Approved
APP101257,48,2843051,1464168,360,464,31,Own,Home,Approved
APP101258,47,548582,400554,12,733,5,Own,Auto,Approved
APP101259,60,1395027,1947730,240,845,13,Rent,Auto,Approved
APP101260,34,855187,870431,24,432,38,Own,Home,Approved
APP101261,66,2723094,343630,240,649,20,Mortgage,Education,Approved
APP101262,42,1711417,188702,240,323,7,Mortgage,Personal,Approved
APP101263,61,475286,1721663,36,650,4,Mortgage,Medical,Rejected
APP101264,32,2138013,270773,12,543,23,Mortgage,Business,Approved
APP101265,22,320281,866977,60,339,37,Mortgage,Auto,Pending
APP101266,23,967683,1353954,48,670,1,Rent,Education,Approved
APP101267,39,2219832,1050537,84,833,4,Mortgage,Auto,Approved
APP101268,67,1616814,562016,12,345,15,Rent,Auto,Pending
APP101269,23,2330860,260459,12,791,8,Rent,Medical,Rejected
APP101270,39,1799331,1437241,60,764,4,Rent,Business,Approved
APP101271,26,2560563,1006063,180,601,11,Own,Education,Approved
APP101272,66,1775184,143811,48,796,25,Rent,Education,Rejected
APP101273,54,359089,403336,48,470,33,Own,Auto,Approved
APP101274,58,399532,1147270,24,696,12,Rent,Education,Approved
APP101275,55,2375339,378350,36,684,28,Rent,Business,Approved
APP101276,53,308084,813324,36,619,32,Own,Medical,Rejected
APP101277,58,1254308,292818,36,759,0,Own,Education,Rejected
APP101278,21,245090,1604094,48,782,34,Own,Auto,Approved
APP101279,63,1049345,1279298,36,733,7,Own,Medical,Pending
APP101280,57,1866383,1578705,120,624,27,Own,Auto,Approved
APP101281,57,684466,152279,48,838,30,Rent,Home,Rejected
APP101282,40,1505076,782341,180,606,33,Own,Business,Approved
APP101283,60,2988844,571851,120,650,16,Mortgage,Personal,Rejected
APP101284,39,397383,1264292,120,404,26,Rent,Auto,Approved
APP101285,23,378258,1651916,84,476,1,Rent,Auto,Approved
APP101286,65,959494,493720,360,798,17,Mortgage,Auto,Approved
APP101287,32,2515622,1550982,36,574,38,Own,Personal,Pending
APP101288,25,1336233,1181793,360,581,6,Rent,Medical,Approved
APP101289,51,1990584,1656914,36,749,6,Mortgage,Medical,Approved
APP101290,32,294837,208466,24,479,28,Rent,Auto,Approved
APP101291,63,2258225,1982298,240,446,20,Own,Medical,Rejected
APP101292,42,388792,897478,240,304,18,Own,Auto,Rejected
APP101293,21,2192807,596159,12,427,9,Rent,Medical,Approved
APP101294,67,614174,406318,84,582,6,Mortgage,Medical,Approved
APP101295,46,2603616,1970576,84,699,29,Own,Personal,Rejected
APP101296,33,1029172,1772593,36,481,14,Rent,Medical,Approved
APP101297,54,714617,305823,84,544,31,Mortgage,Home,Approved
APP101298,46,1142773,917556,120,422,17,Own,Business,Approved
APP101299,22,202308,1480397,84,749,15,Mortgage,Home,Approved
APP101300,58,662344,1202008,84,589,9,Mortgage,Business,Pending
APP101301,40,1875879,418617,240,379,26,Rent,Education,Rejected
APP101302,55,1042182,752744,36,635,11,Mortgage,Medical,Approved
APP101303,64,1190804,767867,120,484,36,Rent,Education,Rejected
APP101304,50,2460242,613045,48,776,16,Own,Personal,Approved
APP101305,53,546604,1923368,360,447,32,Own,Auto,Pending
APP101306,33,1308497,445693,36,776,18,Own,Home,Approved
APP101307,32,721188,1427889,240,684,16,Rent,Personal,Pending
APP101308,41,1551973,1828149,120,374,18,Rent,Auto,Pending
APP101309,62,1128898,1599886,36,718,17,Mortgage,Personal,Pending
APP101310,46,329441,1608958,180,697,19,Mortgage,Education,Approved
APP101311,38,396653,359680,36,551,35,Mortgage,Medical,Rejected
APP101312,59,2586535,309859,36,388,28,Own,Education,Rejected
APP101313,62,359356,1576693,48,563,1,Mortgage,Education,Approved
APP101314,65,2391587,1506113,120,635,2,Rent,Personal,Approved
APP101315,35,2764873,1496692,48,372,0,Mortgage,Personal,Rejected
APP101316,55,1504268,866135,84,487,27,Rent,Home,Pending
APP101317,49,1073887,1070715,84,686,8,Own,Personal,Rejected
APP101318,42,2373688,80023,24,604,15,Own,Education,Approved
APP101319,40,2950245,617505,36,846,33,Mortgage,Medical,Rejected
APP101320,26,537196,1080316,48,419,5,Rent,Business,Approved
APP101321,34,2900227,295161,36,728,6,Own,Personal,Approved
APP101322,47,2842463,303590,360,534,3,Rent,Education,Rejected
APP101323,64,599199,138167,48,422,11,Rent,Auto,Rejected
APP101324,63,353267,459371,60,824,3,Own,Personal,Rejected
APP101325,30,2201788,1986110,120,643,25,Mortgage,Home,Approved
APP101326,54,417471,1407279,180,595,29,Rent,Business,Approved
APP101327,25,1882253,1899096,120,462,7,Mortgage,Medical,Rejected
APP101328,54,381317,551426,84,785,20,Own,Medical,Approved
APP101329,37,2133811,1217756,360,316,12,Mortgage,Personal,Pending
APP101330,43,848773,1789181,240,363,3,Rent,Education,Pending
APP101331,56,469334,736459,36,399,18,Rent,Personal,Pending
APP101332,41,386522,1331481,24,659,27,Mortgage,Home,Pending
APP101333,60,727968,1401027,48,356,9,Rent,Personal,Approved
APP101334,47,1714106,1672952,240,739,31,Rent,Auto,Approved
APP101335,69,414588,1940484,360,407,39,Mortgage,Personal,Rejected
APP101336,52,2446365,1249619,180,672,2,Mortgage,Education,Approved
APP101337,35,1891575,1185940,120,738,6,Rent,Personal,Rejected
APP101338,58,1032445,1744256,36,784,11,Mortgage,Business,Approved
APP101339,40,2962455,1384820,84,461,33,Own,Medical,Pending
APP101340,47,2043909,755285,24,341,5,Rent,Personal,Approved
APP101341,27,2081556,1278770,84,717,18,Own,Medical,Rejected
APP101342,26,687050,1120824,24,547,21,Rent,Home,Approved
APP101343,49,2190132,496075,12,822,5,Rent,Education,Rejected
APP101344,30,1765742,1055986,360,403,1,Rent,Education,Pending
APP101345,69,2956838,1265954,240,616,4,Rent,Home,Approved
APP101346,62,1538392,1812391,120,365,2,Own,Home,Approved
APP101347,55,2098432,1181920,120,567,20,Mortgage,Home,Approved
APP101348,57,1155160,371585,36,300,37,Own,Personal,Rejected
APP101349,50,312508,1975908,84,713,14,Rent,Education,Rejected
APP101350,23,558166,1177218,180,633,10,Own,Personal,Rejected
APP101351,40,2627615,609854,84,353,9,Mortgage,Medical,Approved
APP101352,45,2266740,1521140,36,575,39,Mortgage,Home,Approved
APP101353,65,1221099,800170,48,535,38,Mortgage,Medical,Pending
APP101354,31,2153909,771597,240,671,25,Own,Auto,Rejected
APP101355,45,212218,1686903,36,574,18,Own,Education,Approved
APP101356,37,304108,1741783,360,552,6,Rent,Medical,Approved
APP101357,27,1620255,1071655,180,757,37,Own,Auto,Approved
APP101358,26,1949899,777378,240,586,0,Own,Medical,Rejected
APP101359,38,2823642,1733388,84,748,6,Rent,Business,Rejected
APP101360,25,2327045,387952,36,787,27,Rent,Home,Rejected
APP101361,24,920525,1507033,12,767,7,Mortgage,Personal,Rejected
APP101362,38,2482381,1188894,84,826,4,Rent,Home,Pending
APP101363,30,1576236,1715410,48,684,23,Rent,Business,Approved
APP101364,48,2512885,870107,24,609,1,Own,Education,Approved
APP101365,21,686575,1672451,360,592,10,Rent,Home,Approved
APP101366,35,273432,79620,360,412,25,Mortgage,Business,Pending
APP101367,43,361539,1528621,48,756,7,Mortgage,Education,Rejected
APP101368,68,2974474,186185,120,681,30,Mortgage,Home,Approved
APP101369,52,425525,1302685,60,781,3,Rent,Business,Rejected
APP101370,64,2830189,430790,60,686,24,Mortgage,Home,Approved
APP101371,37,2235630,1928763,120,564,3,Rent,Business,Approved
APP101372,43,608909,1550193,60,462,29,Rent,Auto,Rejected
APP101373,41,2619408,254002,240,843,30,Mortgage,Personal,Pending
APP101374,64,603789,1789477,24,704,31,Mortgage,Medical,Approved
APP101375,68,601236,541286,120,782,11,Rent,Medical,Approved
APP101376,68,1811461,1113999,360,622,9,Mortgage,Medical,Pending
APP101377,57,1007291,216284,240,581,39,Rent,Home,Rejected
APP101378,45,1014306,255852,12,318,29,Mortgage,Business,Rejected
APP101379,47,746082,520563,24,338,7,Own,Auto,Approved
APP101380,69,1901503,1092116,120,689,1,Rent,Home,Approved
APP101381,34,275196,1108646,360,423,14,Mortgage,Education,Approved
APP101382,37,886206,1718430,240,345,26,Mortgage,Education,Approved
APP101383,64,1749607,372022,360,727,14,Mortgage,Auto,Rejected
APP101384,39,1562324,1511481,24,641,32,Own,Home,Rejected
APP101385,32,2159782,61466,84,361,20,Mortgage,Education,Rejected
APP101386,48,805480,617641,180,575,39,Mortgage,Home,Approved
APP101387,36,2014056,391271,120,558,34,Mortgage,Home,Approved
APP101388,64,2327840,291586,180,302,18,Own,Education,Rejected
APP101389,65,1286549,1189823,36,633,33,Rent,Home,Approved
APP101390,35,919069,1806329,60,518,17,Own,Medical,Approved
APP101391,46,1754028,1350604,60,783,0,Own,Medical,Approved
APP101392,69,1820811,1715473,360,363,12,Rent,Medical,Approved
APP101393,57,463478,1203314,36,766,16,Rent,Home,Approved
APP101394,31,1782315,154744,48,303,39,Own,Education,Approved
APP101395,49,632050,724677,12,721,33,Mortgage,Personal,Pending
APP101396,51,1792712,1656165,24,731,5,Rent,Business,Approved
APP101397,53,2809024,136208,360,524,0,Mortgage,Auto,Rejected
APP101398,22,1703802,239564,240,454,21,Mortgage,Personal,Rejected
APP101399,35,2332221,1675914,36,378,21,Rent,Auto,Approved
APP101400,62,1067171,173403,180,487,29,Rent,Medical,Approved
APP101401,32,2783669,1920916,84,668,10,Mortgage,Home,Approved
APP101402,35,2475722,1529271,360,699,32,Mortgage,Personal,Approved
APP101403,36,2766704,1346974,48,399,16,Own,Home,Approved
APP101404,29,2276470,1095805,360,306,13,Mortgage,Medical,Pending
APP101405,28,2018299,224212,48,609,16,Rent,Education,Approved
APP101406,38,1670004,858368,180,620,37,Own,Home,Approved
APP101407,63,2799068,1625126,48,840,15,Own,Medical,Pending
APP101408,21,2574938,1812531,120,719,22,Rent,Medical,Rejected
APP101409,34,1366771,921613,48,603,35,Mortgage,Medical,Rejected
APP101410,23,439826,1686641,240,626,0,Own,Education,Approved
APP101411,48,210125,1564360,120,655,21,Rent,Home,Pending
APP101412,33,853750,162365,36,548,28,Rent,Auto,Rejected
APP101413,59,375199,1259341,360,673,36,Rent,Home,Rejected
APP101414,49,792205,1251370,180,407,2,Own,Home,Rejected
APP101415,59,506564,1108614,60,757,29,Mortgage,Home,Approved
APP101416,52,2946945,1555921,24,774,32,Rent,Business,Pending
APP101417,42,466989,1784522,360,539,14,Own,Personal,Pending
APP101418,63,1955295,1123456,180,551,29,Own,Business,Rejected
APP101419,44,1184766,674755,120,574,19,Own,Auto,Approved
APP101420,67,687803,1966860,240,750,26,Own,Business,Rejected
APP101421,69,2163558,1929075,120,396,15,Mortgage,Auto,Approved
APP101422,49,2917553,1387792,36,488,7,Mortgage,Education,Rejected
APP101423,54,2413816,1299241,36,638,33,Own,Medical,Approved
APP101424,33,2930669,253078,12,682,8,Mortgage,Home,Rejected
APP101425,60,1852597,833151,12,462,7,Rent,Medical,Pending
APP101426,53,2086008,436681,180,364,35,Rent,Auto,Approved
APP101427,65,610021,1054043,240,579,37,Rent,Personal,Rejected
APP101428,34,2586765,1661178,24,651,24,Rent,Auto,Pending
APP101429,59,2294124,487833,84,722,23,Mortgage,Home,Approved
APP101430,44,911267,1993675,24,301,14,Rent,Education,Approved
APP101431,30,1193445,302583,60,309,24,Own,Education,Approved
APP101432,29,1910492,241761,180,512,24,Own,Business,Rejected
APP101433,48,236381,1950220,240,610,20,Mortgage,Auto,Approved
APP101434,36,2490155,245642,360,301,26,Rent,Medical,Approved
APP101435,25,985648,1483608,48,395,22,Mortgage,Personal,Approved
APP101436,41,409936,1538604,360,530,35,Own,Medical,Approved
APP101437,52,1125681,693711,180,453,26,Rent,Personal,Approved
APP101438,36,2540152,175490,48,691,15,Rent,Personal,Rejected
APP101439,67,967887,651544,48,319,26,Mortgage,Home,Approved
APP101440,59,1709733,183692,24,789,9,Mortgage,Business,Rejected
APP101441,46,2473236,1360868,360,393,8,Mortgage,Medical,Rejected
APP101442,66,294390,1783192,36,542,33,Own,Home,Pending
APP101443,42,2327793,1994315,36,843,23,Mortgage,Education,Approved
APP101444,27,1008340,1610877,60,665,2,Rent,Auto,Rejected
APP101445,22,2147545,1560535,24,850,14,Rent,Personal,Rejected
APP101446,66,726658,1769048,240,310,39,Mortgage,Medical,Approved
APP101447,68,589214,1551253,120,696,25,Rent,Home,Approved
APP101448,57,2407234,1318501,24,341,34,Own,Personal,Approved
APP101449,26,2461934,1992695,24,637,21,Own,Education,Rejected
APP101450,35,2947711,678946,12,479,1,Rent,Medical,Approved
APP101451,23,2096092,854885,360,728,7,Mortgage,Home,Pending
APP101452,23,1504462,1817310,60,368,3,Rent,Auto,Rejected
APP101453,33,745545,656496,120,794,29,Mortgage,Personal,Rejected
APP101454,49,1026608,632510,24,564,30,Rent,Personal,Pending
APP101455,24,2014663,346565,36,586,18,Own,Home,Rejected
APP101456,69,1169088,587246,84,614,28,Rent,Home,Approved
APP101457,43,1553832,1207604,36,319,22,Own,Education,Approved
APP101458,33,670579,1778480,120,471,29,Rent,Home,Rejected
APP101459,46,1430180,315713,360,690,26,Rent,Personal,Approved
APP101460,59,866321,1377604,48,829,18,Own,Personal,Pending
APP101461,36,513944,1544362,120,842,26,Mortgage,Personal,Approved
APP101462,23,569454,1796560,360,595,12,Mortgage,Education,Approved
APP101463,23,1651251,1512593,240,442,29,Mortgage,Business,Rejected
APP101464,62,1225979,354007,12,563,36,Mortgage,Business,Rejected
APP101465,26,479809,1003380,24,555,8,Mortgage,Personal,Pending
APP101466,52,1640036,1906978,360,518,26,Mortgage,Education,Approved
APP101467,39,659909,1821403,360,499,4,Own,Business,Approved
APP101468,59,243243,1244847,48,778,15,Mortgage,Business,Rejected
APP101469,23,571129,1928220,84,515,26,Mortgage,Business,Pending
APP101470,64,1455867,1352668,84,316,11,Own,Medical,Approved
APP101471,55,2871503,176536,120,697,9,Rent,Education,Rejected
APP101472,43,876681,1832418,180,666,15,Rent,Medical,Approved
APP101473,31,997621,377884,48,508,4,Own,Home,Rejected
APP101474,68,879433,792468,240,647,25,Own,Education,Approved
APP101475,35,1194572,514298,12,818,5,Own,Education,Pending
APP101476,45,2208515,1453171,12,809,13,Mortgage,Medical,Approved
APP101477,40,1101825,108472,360,735,12,Own,Home,Rejected
APP101478,32,2041192,1298664,24,621,38,Own,Auto,Rejected
APP101479,41,2715101,1735543,360,315,39,Mortgage,Education,Approved
APP101480,28,2849309,1586117,36,582,3,Mortgage,Personal,Approved
APP101481,21,1776304,648632,48,751,6,Own,Education,Rejected
APP101482,35,2197070,1799038,12,765,29,Own,Business,Rejected
APP101483,26,2773647,755979,360,725,11,Rent,Auto,Rejected
APP101484,41,2402736,1376118,48,843,25,Own,Medical,Rejected
APP101485,63,1039789,1038009,24,584,36,Rent,Personal,Approved
APP101486,28,569679,181897,60,360,6,Own,Home,Pending
APP101487,21,521537,55724,24,573,38,Own,Personal,Approved
APP101488,26,2669745,407123,180,475,2,Rent,Home,Rejected
APP101489,45,1757411,1872574,12,760,9,Mortgage,Business,Pending
APP101490,34,1029769,1910257,60,728,20,Rent,Personal,Pending
APP101491,44,1167503,849705,48,534,35,Own,Medical,Approved
APP101492,22,988708,1938868,12,513,22,Own,Home,Approved
APP101493,37,2445339,146438,12,387,5,Own,Auto,Rejected
APP101494,41,1914744,1936455,84,323,9,Own,Personal,Approved
APP101495,42,2662385,500286,48,472,30,Rent,Auto,Rejected
APP101496,48,1044963,121758,24,432,22,Rent,Personal,Approved
APP101497,59,1523205,1527841,24,446,0,Mortgage,Auto,Approved
APP101498,43,540857,795773,240,850,20,Rent,Home,Approved
APP101499,62,2919805,620047,180,675,16,Own,Business,Rejected
APP101500,46,1633218,1531361,120,603,0,Rent,Personal,Rejected
APP101501,33,1748436,699468,240,398,9,Own,Auto,Approved
APP101502,32,1358266,1518127,12,763,37,Own,Medical,Approved
APP101503,36,958577,430727,120,655,28,Own,Medical,Approved
APP101504,50,2855535,217522,180,583,2,Mortgage,Home,Rejected
APP101505,32,1569131,683596,36,556,0,Rent,Auto,Rejected
APP101506,65,2089360,1238503,84,604,13,Own,Business,Pending
APP101507,44,304468,488707,180,762,18,Rent,Education,Pending
APP101508,63,972604,328595,120,696,18,Own,Auto,Approved
APP101509,54,2451203,1510843,36,567,27,Rent,Business,Pending
APP101510,37,445937,1011758,120,667,6,Rent,Medical,Approved
APP101511,32,484018,891340,180,812,1,Mortgage,Auto,Rejected
APP101512,57,2467548,517387,12,479,26,Mortgage,Auto,Approved
APP101513,37,1064495,84505,84,796,35,Rent,Personal,Rejected
APP101514,33,966860,153664,84,634,6,Rent,Business,Rejected
APP101515,66,1782886,1378916,48,402,14,Rent,Personal,Approved
APP101516,44,745780,206037,12,832,25,Rent,Business,Pending
APP101517,23,320330,531509,12,678,6,Mortgage,Personal,Pending
APP101518,45,212459,1826241,180,512,34,Own,Personal,Pending
APP101519,43,422087,720753,240,418,9,Own,Business,Approved
APP101520,63,643886,1502059,60,804,21,Own,Education,Pending
APP101521,55,2149125,719478,360,753,13,Own,Education,Rejected
APP101522,30,1034261,1867056,360,324,26,Own,Auto,Rejected
APP101523,28,400975,1652631,120,650,7,Own,Education,Approved
APP101524,50,240388,966480,84,363,3,Mortgage,Business,Rejected
APP101525,23,1535832,1384596,360,462,20,Rent,Personal,Rejected
APP101526,36,2552358,855920,120,612,34,Own,Personal,Rejected
APP101527,27,1148347,1891592,360,437,25,Rent,Education,Pending
APP101528,22,378782,748894,360,582,30,Own,Personal,Approved
APP101529,66,838622,1681092,24,536,17,Mortgage,Education,Rejected
APP101530,25,1598228,1251798,120,620,5,Mortgage,Education,Approved
APP101531,21,728580,1305188,180,741,17,Own,Home,Approved
APP101532,66,2939739,735540,240,385,39,Rent,Auto,Approved
APP101533,30,2337551,1674102,48,738,31,Mortgage,Personal,Approved
APP101534,61,1164821,1505232,240,422,28,Own,Auto,Approved
APP101535,22,2864318,1639819,60,318,12,Mortgage,Home,Approved
APP101536,28,1110058,1612568,48,545,23,Own,Auto,Approved
APP101537,26,592503,357335,24,466,24,Rent,Medical,Rejected
APP101538,55,2827194,1757896,48,401,26,Mortgage,Home,Approved
APP101539,51,2887107,1691594,360,532,35,Mortgage,Home,Approved
APP101540,44,1075439,523461,180,778,27,Mortgage,Education,Approved
APP101541,32,1865335,1964221,180,622,8,Rent,Education,Approved
APP101542,25,685218,1077692,240,701,8,Own,Medical,Approved
APP101543,48,1996649,677729,36,382,24,Own,Auto,Pending
APP101544,32,2132332,485717,120,341,34,Rent,Education,Rejected
APP101545,49,2187793,761197,48,484,37,Mortgage,Auto,Approved
APP101546,54,1792458,123233,240,726,24,Rent,Auto,Approved
APP101547,62,2171532,1396875,60,787,21,Rent,Auto,Approved
APP101548,45,1754137,1430259,240,356,32,Rent,Auto,Rejected
APP101549,21,2495471,1352167,180,562,39,Mortgage,Personal,Pending
APP101550,34,702844,1120513,180,518,1,Rent,Personal,Approved
APP101551,62,1553712,757350,360,710,12,Own,Auto,Approved
APP101552,47,1365906,1461658,180,413,13,Rent,Education,Rejected
APP101553,51,1693404,1749195,48,567,22,Own,Auto,Approved
APP101554,43,597832,220864,84,768,11,Own,Medical,Approved
APP101555,28,1106715,796617,60,556,12,Rent,Home,Rejected
APP101556,64,2871593,1991276,12,730,0,Rent,Education,Rejected
APP101557,58,494721,1730839,84,642,0,Own,Auto,Approved
APP101558,69,1978860,1988979,60,629,17,Rent,Education,Rejected
APP101559,62,2060992,407423,48,442,39,Own,Medical,Approved
APP101560,35,294107,956749,24,846,11,Own,Business,Approved
APP101561,33,296197,304191,84,437,9,Rent,Education,Rejected
APP101562,33,971778,1738814,84,812,10,Rent,Personal,Rejected
APP101563,66,487039,1061694,24,845,38,Own,Personal,Rejected
APP101564,48,463843,524958,120,581,26,Mortgage,Home,Rejected
APP101565,43,648339,226131,24,778,26,Rent,Education,Rejected
APP101566,68,734036,1488254,24,694,7,Own,Education,Pending
APP101567,50,2547731,1633095,60,706,36,Mortgage,Education,Rejected
APP101568,65,1988446,1764490,48,337,7,Own,Education,Approved
APP101569,69,285147,1944186,360,375,38,Rent,Personal,Rejected
APP101570,24,1959734,1638599,12,338,38,Mortgage,Medical,Approved
APP101571,38,582784,1583317,48,316,22,Own,Home,Rejected
APP101572,56,1378953,1632959,180,760,34,Own,Medical,Approved
APP101573,60,306527,1997464,36,396,39,Mortgage,Medical,Approved
APP101574,28,452481,952901,360,303,23,Rent,Education,Rejected
APP101575,36,571266,1529224,180,816,30,Mortgage,Education,Rejected
APP101576,47,1413446,1648980,360,453,23,Own,Home,Approved
APP101577,60,1496626,276747,360,749,20,Mortgage,Education,Approved
APP101578,26,1187685,1396874,24,829,13,Mortgage,Auto,Rejected
APP101579,50,1936474,710724,60,588,26,Mortgage,Medical,Pending
APP101580,35,2217285,308280,180,810,10,Rent,Home,Approved
APP101581,31,2240452,382209,12,833,7,Rent,Education,Approved
APP101582,46,1821274,272659,60,379,11,Mortgage,Education,Approved
APP101583,41,1727556,1800602,120,380,0,Own,Medical,Approved
APP101584,52,1576384,1555248,180,503,37,Mortgage,Personal,Approved
APP101585,36,866217,249190,60,608,10,Mortgage,Medical,Pending
APP101586,61,1563549,1269654,240,733,31,Own,Auto,Approved
APP101587,24,228274,1337837,120,400,17,Rent,Auto,Approved
APP101588,63,2905631,1062783,12,406,13,Rent,Business,Approved
APP101589,22,1236261,1231913,36,468,9,Mortgage,Education,Approved
APP101590,57,2317623,1819160,360,449,32,Rent,Home,Approved
APP101591,37,2878771,1061763,12,818,20,Rent,Personal,Approved
APP101592,39,1591542,1336201,24,518,17,Rent,Home,Approved
APP101593,21,2613115,1163641,48,778,26,Mortgage,Auto,Rejected
APP101594,55,1541823,822486,360,330,32,Own,Medical,Approved
APP101595,29,570409,1787167,180,356,26,Mortgage,Personal,Rejected
APP101596,53,274141,857167,24,742,18,Own,Business,Pending
APP101597,56,579742,1609904,48,437,35,Own,Home,Approved
APP101598,62,2839025,1230226,360,345,35,Rent,Auto,Approved
APP101599,55,1530303,1385664,36,627,38,Own,Auto,Pending
APP101600,35,1093687,1532536,84,381,3,Own,Business,Approved
APP101601,57,1448970,1485079,60,333,35,Mortgage,Business,Approved
APP101602,61,916629,1150488,180,523,7,Mortgage,Education,Rejected
APP101603,36,2637548,1250195,180,603,24,Mortgage,Personal,Rejected
APP101604,27,2998344,1042083,240,590,26,Mortgage,Personal,Pending
APP101605,64,437765,711306,24,622,8,Mortgage,Personal,Approved
APP101606,28,2212331,1467456,60,313,0,Mortgage,Home,Approved
APP101607,50,1139680,1763817,120,460,37,Mortgage,Business,Approved
APP101608,32,332618,1425265,60,489,35,Rent,Auto,Approved
APP101609,27,2782188,1555730,120,461,6,Rent,Auto,Approved
APP101610,59,373279,1669176,120,608,24,Own,Medical,Approved
APP101611,28,776526,766354,48,426,6,Rent,Education,Approved
APP101612,53,271404,171975,24,648,22,Own,Personal,Approved
APP101613,54,1519592,708264,360,815,12,Rent,Auto,Approved
APP101614,23,1878932,1522156,240,664,30,Mortgage,Medical,Approved
APP101615,29,1097884,1640655,240,514,22,Own,Auto,Rejected
APP101616,59,400380,1051832,36,539,19,Rent,Auto,Approved
APP101617,45,525234,1568250,48,622,27,Own,Auto,Rejected
APP101618,26,2813487,195651,48,698,19,Mortgage,Auto,Approved
APP101619,69,2456567,1306046,12,466,0,Rent,Business,Approved
APP101620,33,2823338,1374069,24,321,23,Mortgage,Home,Pending
APP101621,21,1686250,1040288,48,687,31,Mortgage,Auto,Pending
APP101622,66,1728951,1447253,360,664,19,Mortgage,Personal,Approved
APP101623,21,2400791,1008361,36,355,7,Rent,Home,Approved
APP101624,48,1926589,1071072,84,645,0,Own,Education,Pending
APP101625,69,1422034,1227734,84,339,11,Mortgage,Personal,Approved
APP101626,49,1017304,1597908,48,654,30,Own,Education,Approved
APP101627,49,1559420,534975,360,710,12,Own,Home,Approved
APP101628,40,379123,635483,12,308,38,Rent,Home,Approved
APP101629,27,738855,866744,240,700,13,Own,Medical,Rejected
APP101630,49,2264889,443719,180,366,17,Mortgage,Personal,Rejected
APP101631,64,2630551,701736,48,446,30,Rent,Education,Approved
APP101632,25,485000,733931,180,688,24,Mortgage,Medical,Approved
APP101633,64,471339,662762,60,495,1,Mortgage,Home,Approved
APP101634,41,439561,849598,360,838,3,Rent,Home,Rejected
APP101635,47,2416418,1034325,12,827,7,Mortgage,Medical,Pending
APP101636,29,1071424,1407070,12,843,34,Own,Personal,Approved
APP101637,51,1114939,640732,84,357,0,Rent,Business,Rejected
APP101638,29,234903,1698763,360,397,2,Own,Education,Approved
APP101639,34,2923279,984883,12,400,31,Own,Personal,Rejected
APP101640,56,1415299,1455790,180,622,24,Rent,Business,Approved
APP101641,23,2432850,273873,360,536,39,Own,Education,Approved
APP101642,42,2181506,389275,60,710,8,Own,Education,Approved
